Random seed: "--seed={ 0xe0b55206, 0x2d753027, 0xe4e071ba, 0x95eae222, 0x2e030bba, 0x7126a020, 0xd34875e8, 0x9db04630, 0xc48eda55, 0xd0e42016, 0xff057a18, 0x1b9242a2 }"
# variant=lvl1 response_length=126 max_candidates=0
pair,candidate_space,candidate_space_overflow,candidates,responses,odd_degree,even_degree,invalid,odd_percent,complete
376,225,0,225,64,22,42,0,34.37500000,1
377,135,0,135,58,22,36,0,37.93103448,1
378,243,0,243,54,14,40,0,25.92592593,1
379,315,0,315,56,18,38,0,32.14285714,1
380,225,0,225,60,24,36,0,40.00000000,1
381,225,0,225,60,20,40,0,33.33333333,1
382,135,0,135,58,20,38,0,34.48275862,1
383,135,0,135,62,24,38,0,38.70967742,1
384,375,0,375,62,20,42,0,32.25806452,1
385,125,0,125,54,14,40,0,25.92592593,1
386,243,0,243,62,14,48,0,22.58064516,1
387,189,0,189,56,36,20,0,64.28571429,1
388,225,0,225,60,16,44,0,26.66666667,1
389,375,0,375,62,28,34,0,45.16129032,1
390,375,0,375,66,28,38,0,42.42424242,1
391,225,0,225,56,18,38,0,32.14285714,1
392,225,0,225,52,24,28,0,46.15384615,1
393,375,0,375,64,20,44,0,31.25000000,1
394,375,0,375,50,14,36,0,28.00000000,1
395,189,0,189,64,24,40,0,37.50000000,1
396,153,0,153,44,12,32,0,27.27272727,1
397,297,0,297,56,14,42,0,25.00000000,1
398,225,0,225,68,30,38,0,44.11764706,1
399,225,0,225,66,24,42,0,36.36363636,1
400,225,0,225,66,28,38,0,42.42424242,1
401,135,0,135,68,38,30,0,55.88235294,1
402,135,0,135,62,24,38,0,38.70967742,1
403,225,0,225,60,24,36,0,40.00000000,1
404,165,0,165,56,8,48,0,14.28571429,1
405,225,0,225,58,20,38,0,34.48275862,1
406,117,0,117,76,18,58,0,23.68421053,1
407,135,0,135,58,26,32,0,44.82758621,1
408,225,0,225,62,24,38,0,38.70967742,1
409,243,0,243,64,24,40,0,37.50000000,1
410,225,0,225,72,24,48,0,33.33333333,1
411,105,0,105,60,36,24,0,60.00000000,1
412,315,0,315,58,28,30,0,48.27586207,1
413,189,0,189,64,26,38,0,40.62500000,1
414,315,0,315,52,14,38,0,26.92307692,1
415,375,0,375,56,16,40,0,28.57142857,1
416,225,0,225,64,16,48,0,25.00000000,1
417,225,0,225,54,18,36,0,33.33333333,1
418,189,0,189,60,22,38,0,36.66666667,1
419,225,0,225,70,22,48,0,31.42857143,1
420,175,0,175,62,16,46,0,25.80645161,1
421,153,0,153,54,24,30,0,44.44444444,1
422,147,0,147,76,40,36,0,52.63157895,1
423,175,0,175,52,12,40,0,23.07692308,1
424,315,0,315,64,28,36,0,43.75000000,1
425,135,0,135,66,22,44,0,33.33333333,1
426,125,0,125,60,14,46,0,23.33333333,1
427,375,0,375,60,24,36,0,40.00000000,1
428,225,0,225,58,18,40,0,31.03448276,1
429,189,0,189,58,16,42,0,27.58620690,1
430,175,0,175,76,40,36,0,52.63157895,1
431,375,0,375,64,30,34,0,46.87500000,1
432,375,0,375,52,20,32,0,38.46153846,1
433,375,0,375,50,24,26,0,48.00000000,1
434,315,0,315,60,22,38,0,36.66666667,1
435,225,0,225,58,20,38,0,34.48275862,1
436,225,0,225,58,24,34,0,41.37931034,1
437,225,0,225,64,24,40,0,37.50000000,1
438,225,0,225,64,18,46,0,28.12500000,1
439,225,0,225,68,22,46,0,32.35294118,1
440,125,0,125,78,20,58,0,25.64102564,1
441,225,0,225,62,22,40,0,35.48387097,1
442,75,0,75,56,28,28,0,50.00000000,1
443,225,0,225,60,24,36,0,40.00000000,1
444,189,0,189,58,20,38,0,34.48275862,1
445,225,0,225,62,24,38,0,38.70967742,1
446,225,0,225,52,12,40,0,23.07692308,1
447,175,0,175,82,42,40,0,51.21951220,1
448,315,0,315,58,22,36,0,37.93103448,1
449,135,0,135,74,30,44,0,40.54054054,1
450,189,0,189,72,24,48,0,33.33333333,1
451,189,0,189,68,30,38,0,44.11764706,1
452,441,0,441,44,14,30,0,31.81818182,1
453,225,0,225,72,28,44,0,38.88888889,1
454,405,0,405,62,26,36,0,41.93548387,1
455,225,0,225,62,22,40,0,35.48387097,1
456,225,0,225,70,20,50,0,28.57142857,1
457,375,0,375,60,30,30,0,50.00000000,1
458,405,0,405,60,16,44,0,26.66666667,1
459,315,0,315,60,24,36,0,40.00000000,1
460,375,0,375,52,12,40,0,23.07692308,1
461,225,0,225,64,26,38,0,40.62500000,1
462,315,0,315,60,20,40,0,33.33333333,1
463,135,0,135,62,36,26,0,58.06451613,1
464,225,0,225,64,26,38,0,40.62500000,1
465,375,0,375,64,26,38,0,40.62500000,1
466,125,0,125,56,14,42,0,25.00000000,1
467,243,0,243,60,22,38,0,36.66666667,1
468,135,0,135,60,22,38,0,36.66666667,1
469,225,0,225,64,22,42,0,34.37500000,1
470,375,0,375,56,26,30,0,46.42857143,1
471,375,0,375,58,28,30,0,48.27586207,1
472,225,0,225,64,20,44,0,31.25000000,1
473,375,0,375,68,28,40,0,41.17647059,1
474,315,0,315,58,18,40,0,31.03448276,1
475,189,0,189,70,22,48,0,31.42857143,1
476,135,0,135,58,22,36,0,37.93103448,1
477,225,0,225,66,20,46,0,30.30303030,1
478,225,0,225,54,26,28,0,48.14814815,1
479,375,0,375,60,22,38,0,36.66666667,1
480,225,0,225,58,22,36,0,37.93103448,1
481,245,0,245,66,28,38,0,42.42424242,1
482,189,0,189,50,16,34,0,32.00000000,1
483,225,0,225,60,22,38,0,36.66666667,1
484,189,0,189,58,18,40,0,31.03448276,1
485,315,0,315,72,30,42,0,41.66666667,1
486,135,0,135,68,22,46,0,32.35294118,1
487,225,0,225,58,22,36,0,37.93103448,1
488,315,0,315,54,24,30,0,44.44444444,1
489,225,0,225,60,28,32,0,46.66666667,1
490,225,0,225,62,26,36,0,41.93548387,1
491,315,0,315,60,16,44,0,26.66666667,1
492,315,0,315,54,30,24,0,55.55555556,1
493,81,0,81,62,0,62,0,0.00000000,1
494,225,0,225,72,26,46,0,36.11111111,1
495,225,0,225,60,24,36,0,40.00000000,1
496,189,0,189,76,30,46,0,39.47368421,1
497,105,0,105,52,10,42,0,19.23076923,1
498,375,0,375,60,22,38,0,36.66666667,1
499,135,0,135,60,14,46,0,23.33333333,1
500,315,0,315,66,20,46,0,30.30303030,1
501,315,0,315,54,16,38,0,29.62962963,1
502,375,0,375,54,20,34,0,37.03703704,1
503,225,0,225,62,22,40,0,35.48387097,1
504,225,0,225,60,18,42,0,30.00000000,1
505,225,0,225,68,24,44,0,35.29411765,1
506,375,0,375,64,18,46,0,28.12500000,1
507,315,0,315,60,12,48,0,20.00000000,1
508,315,0,315,54,14,40,0,25.92592593,1
509,315,0,315,66,16,50,0,24.24242424,1
510,189,0,189,68,26,42,0,38.23529412,1
511,225,0,225,48,14,34,0,29.16666667,1
512,189,0,189,66,26,40,0,39.39393939,1
513,375,0,375,58,20,38,0,34.48275862,1
514,189,0,189,60,18,42,0,30.00000000,1
515,225,0,225,62,22,40,0,35.48387097,1
516,225,0,225,66,26,40,0,39.39393939,1
517,315,0,315,62,20,42,0,32.25806452,1
518,375,0,375,46,24,22,0,52.17391304,1
519,375,0,375,58,24,34,0,41.37931034,1
520,375,0,375,58,22,36,0,37.93103448,1
521,125,0,125,70,22,48,0,31.42857143,1
522,225,0,225,64,26,38,0,40.62500000,1
523,225,0,225,66,28,38,0,42.42424242,1
524,135,0,135,62,22,40,0,35.48387097,1
525,135,0,135,70,26,44,0,37.14285714,1
526,225,0,225,58,28,30,0,48.27586207,1
527,315,0,315,56,24,32,0,42.85714286,1
528,225,0,225,56,18,38,0,32.14285714,1
529,351,0,351,76,0,76,0,0.00000000,1
530,315,0,315,56,18,38,0,32.14285714,1
531,175,0,175,94,46,48,0,48.93617021,1
532,135,0,135,64,26,38,0,40.62500000,1
533,189,0,189,58,22,36,0,37.93103448,1
534,375,0,375,62,26,36,0,41.93548387,1
535,135,0,135,60,20,40,0,33.33333333,1
536,405,0,405,42,8,34,0,19.04761905,1
537,315,0,315,60,16,44,0,26.66666667,1
538,315,0,315,56,14,42,0,25.00000000,1
539,225,0,225,68,28,40,0,41.17647059,1
540,135,0,135,66,18,48,0,27.27272727,1
541,75,0,75,52,28,24,0,53.84615385,1
542,189,0,189,46,12,34,0,26.08695652,1
