Random seed: "--seed={ 0xe1e60b91, 0x7e2fedf4, 0xc43dcfec, 0xa9496d39, 0xc226c56e, 0x3f13ae3c, 0x7b642335, 0xe6af4bcd, 0x0b13760c, 0x702c4fd7, 0xc4b13aba, 0x2af7421f }"
# variant=lvl1 response_length=156 max_candidates=1000000 max_responses=10000
pair,candidate_space,candidate_space_overflow,candidates,responses,odd_degree,even_degree,invalid,odd_percent,complete
353,>=18446744073709551615,1,35238,10000,3725,6275,0,37.25000000,0
354,>=18446744073709551615,1,35086,10000,3741,6259,0,37.41000000,0
355,>=18446744073709551615,1,42340,10000,3793,6207,0,37.93000000,0
356,>=18446744073709551615,1,40510,10000,3720,6280,0,37.20000000,0
357,>=18446744073709551615,1,39767,10000,3760,6240,0,37.60000000,0
358,>=18446744073709551615,1,34489,10000,3760,6240,0,37.60000000,0
359,>=18446744073709551615,1,38055,10000,3789,6211,0,37.89000000,0
360,>=18446744073709551615,1,37332,10000,3749,6251,0,37.49000000,0
361,>=18446744073709551615,1,40185,10000,3715,6285,0,37.15000000,0
362,>=18446744073709551615,1,37070,10000,3676,6324,0,36.76000000,0
363,>=18446744073709551615,1,38704,10000,3666,6334,0,36.66000000,0
364,>=18446744073709551615,1,38686,10000,3777,6223,0,37.77000000,0
365,>=18446744073709551615,1,38905,10000,3770,6230,0,37.70000000,0
366,>=18446744073709551615,1,39548,10000,3805,6195,0,38.05000000,0
367,>=18446744073709551615,1,35289,10000,3751,6249,0,37.51000000,0
368,>=18446744073709551615,1,37445,10000,3695,6305,0,36.95000000,0
369,>=18446744073709551615,1,34409,10000,3829,6171,0,38.29000000,0
370,>=18446744073709551615,1,36782,10000,3801,6199,0,38.01000000,0
371,>=18446744073709551615,1,41860,10000,3670,6330,0,36.70000000,0
372,>=18446744073709551615,1,47048,10000,3754,6246,0,37.54000000,0
373,>=18446744073709551615,1,37089,10000,3778,6222,0,37.78000000,0
374,>=18446744073709551615,1,36114,10000,3820,6180,0,38.20000000,0
375,>=18446744073709551615,1,41711,10000,3728,6272,0,37.28000000,0
376,>=18446744073709551615,1,40218,10000,3697,6303,0,36.97000000,0
377,>=18446744073709551615,1,39131,10000,3677,6323,0,36.77000000,0
378,>=18446744073709551615,1,40464,10000,3752,6248,0,37.52000000,0
379,>=18446744073709551615,1,42788,10000,3786,6214,0,37.86000000,0
380,>=18446744073709551615,1,37977,10000,3760,6240,0,37.60000000,0
381,>=18446744073709551615,1,37616,10000,3813,6187,0,38.13000000,0
382,>=18446744073709551615,1,38507,10000,3815,6185,0,38.15000000,0
383,>=18446744073709551615,1,37674,10000,3764,6236,0,37.64000000,0
384,>=18446744073709551615,1,38505,10000,3696,6304,0,36.96000000,0
385,>=18446744073709551615,1,35432,10000,3724,6276,0,37.24000000,0
386,>=18446744073709551615,1,32840,10000,3683,6317,0,36.83000000,0
387,>=18446744073709551615,1,35291,10000,3732,6268,0,37.32000000,0
388,>=18446744073709551615,1,41792,10000,3709,6291,0,37.09000000,0
389,>=18446744073709551615,1,32765,10000,3719,6281,0,37.19000000,0
390,>=18446744073709551615,1,38226,10000,3755,6245,0,37.55000000,0
391,>=18446744073709551615,1,34410,10000,3756,6244,0,37.56000000,0
392,>=18446744073709551615,1,40333,10000,3794,6206,0,37.94000000,0
393,>=18446744073709551615,1,37232,10000,3790,6210,0,37.90000000,0
394,>=18446744073709551615,1,36964,10000,3731,6269,0,37.31000000,0
395,>=18446744073709551615,1,35953,10000,3813,6187,0,38.13000000,0
396,>=18446744073709551615,1,35960,10000,3778,6222,0,37.78000000,0
397,>=18446744073709551615,1,35625,10000,3861,6139,0,38.61000000,0
398,>=18446744073709551615,1,33562,10000,3814,6186,0,38.14000000,0
399,>=18446744073709551615,1,44806,10000,3709,6291,0,37.09000000,0
400,>=18446744073709551615,1,45222,10000,3649,6351,0,36.49000000,0
401,>=18446744073709551615,1,36998,10000,3672,6328,0,36.72000000,0
402,>=18446744073709551615,1,38536,10000,3760,6240,0,37.60000000,0
403,>=18446744073709551615,1,39678,10000,3744,6256,0,37.44000000,0
404,>=18446744073709551615,1,34483,10000,3760,6240,0,37.60000000,0
405,>=18446744073709551615,1,41208,10000,3751,6249,0,37.51000000,0
406,>=18446744073709551615,1,33416,10000,3746,6254,0,37.46000000,0
407,>=18446744073709551615,1,35800,10000,3823,6177,0,38.23000000,0
408,>=18446744073709551615,1,44661,10000,3785,6215,0,37.85000000,0
409,>=18446744073709551615,1,36576,10000,3728,6272,0,37.28000000,0
410,>=18446744073709551615,1,38655,10000,3703,6297,0,37.03000000,0
411,>=18446744073709551615,1,39106,10000,3702,6298,0,37.02000000,0
412,>=18446744073709551615,1,38061,10000,3793,6207,0,37.93000000,0
413,>=18446744073709551615,1,32673,10000,3763,6237,0,37.63000000,0
414,>=18446744073709551615,1,38872,10000,3802,6198,0,38.02000000,0
415,>=18446744073709551615,1,39975,10000,3689,6311,0,36.89000000,0
416,>=18446744073709551615,1,37107,10000,3752,6248,0,37.52000000,0
417,>=18446744073709551615,1,38309,10000,3777,6223,0,37.77000000,0
418,>=18446744073709551615,1,45594,10000,3783,6217,0,37.83000000,0
419,>=18446744073709551615,1,34495,10000,3757,6243,0,37.57000000,0
420,>=18446744073709551615,1,36608,10000,3786,6214,0,37.86000000,0
421,>=18446744073709551615,1,37069,10000,3689,6311,0,36.89000000,0
422,>=18446744073709551615,1,34480,10000,3792,6208,0,37.92000000,0
423,>=18446744073709551615,1,33132,10000,3828,6172,0,38.28000000,0
424,>=18446744073709551615,1,37532,10000,3714,6286,0,37.14000000,0
425,>=18446744073709551615,1,36552,10000,3858,6142,0,38.58000000,0
426,>=18446744073709551615,1,38607,10000,3765,6235,0,37.65000000,0
427,>=18446744073709551615,1,39707,10000,3791,6209,0,37.91000000,0
428,>=18446744073709551615,1,35651,10000,3685,6315,0,36.85000000,0
429,>=18446744073709551615,1,36506,10000,3786,6214,0,37.86000000,0
430,>=18446744073709551615,1,36337,10000,3667,6333,0,36.67000000,0
431,>=18446744073709551615,1,44946,10000,3794,6206,0,37.94000000,0
432,>=18446744073709551615,1,34422,10000,3740,6260,0,37.40000000,0
433,>=18446744073709551615,1,33859,10000,3732,6268,0,37.32000000,0
434,>=18446744073709551615,1,34744,10000,3838,6162,0,38.38000000,0
435,>=18446744073709551615,1,36416,10000,3758,6242,0,37.58000000,0
436,>=18446744073709551615,1,37452,10000,3800,6200,0,38.00000000,0
437,>=18446744073709551615,1,37137,10000,3716,6284,0,37.16000000,0
438,>=18446744073709551615,1,36708,10000,3755,6245,0,37.55000000,0
439,>=18446744073709551615,1,36343,10000,3713,6287,0,37.13000000,0
440,>=18446744073709551615,1,34115,10000,3826,6174,0,38.26000000,0
441,>=18446744073709551615,1,34655,10000,3670,6330,0,36.70000000,0
442,>=18446744073709551615,1,34809,10000,3734,6266,0,37.34000000,0
443,>=18446744073709551615,1,44032,10000,3792,6208,0,37.92000000,0
444,>=18446744073709551615,1,35342,10000,3774,6226,0,37.74000000,0
445,>=18446744073709551615,1,38502,10000,3778,6222,0,37.78000000,0
446,>=18446744073709551615,1,38233,10000,3759,6241,0,37.59000000,0
447,>=18446744073709551615,1,39489,10000,3806,6194,0,38.06000000,0
448,>=18446744073709551615,1,35694,10000,3738,6262,0,37.38000000,0
449,>=18446744073709551615,1,34823,10000,3659,6341,0,36.59000000,0
450,>=18446744073709551615,1,41186,10000,3786,6214,0,37.86000000,0
451,>=18446744073709551615,1,42206,10000,3719,6281,0,37.19000000,0
452,>=18446744073709551615,1,40461,10000,3741,6259,0,37.41000000,0
453,>=18446744073709551615,1,38204,10000,3705,6295,0,37.05000000,0
454,>=18446744073709551615,1,39622,10000,3799,6201,0,37.99000000,0
455,>=18446744073709551615,1,36226,10000,3731,6269,0,37.31000000,0
456,>=18446744073709551615,1,40087,10000,3754,6246,0,37.54000000,0
457,>=18446744073709551615,1,36520,10000,3710,6290,0,37.10000000,0
458,>=18446744073709551615,1,35111,10000,3775,6225,0,37.75000000,0
459,>=18446744073709551615,1,39843,10000,3802,6198,0,38.02000000,0
460,>=18446744073709551615,1,34025,10000,3740,6260,0,37.40000000,0
461,>=18446744073709551615,1,36642,10000,3703,6297,0,37.03000000,0
462,>=18446744073709551615,1,39489,10000,3780,6220,0,37.80000000,0
463,>=18446744073709551615,1,42973,10000,3824,6176,0,38.24000000,0
464,>=18446744073709551615,1,41519,10000,3694,6306,0,36.94000000,0
465,>=18446744073709551615,1,34362,10000,3740,6260,0,37.40000000,0
466,>=18446744073709551615,1,38834,10000,3705,6295,0,37.05000000,0
467,>=18446744073709551615,1,34595,10000,3699,6301,0,36.99000000,0
468,>=18446744073709551615,1,33493,10000,3707,6293,0,37.07000000,0
469,>=18446744073709551615,1,43804,10000,3670,6330,0,36.70000000,0
470,>=18446744073709551615,1,34193,10000,3759,6241,0,37.59000000,0
471,>=18446744073709551615,1,36664,10000,3775,6225,0,37.75000000,0
472,>=18446744073709551615,1,35710,10000,3711,6289,0,37.11000000,0
473,>=18446744073709551615,1,39562,10000,3728,6272,0,37.28000000,0
474,>=18446744073709551615,1,36417,10000,3759,6241,0,37.59000000,0
475,>=18446744073709551615,1,37798,10000,3711,6289,0,37.11000000,0
476,>=18446744073709551615,1,40979,10000,3746,6254,0,37.46000000,0
477,>=18446744073709551615,1,37649,10000,3754,6246,0,37.54000000,0
478,>=18446744073709551615,1,37720,10000,3700,6300,0,37.00000000,0
479,>=18446744073709551615,1,38688,10000,3780,6220,0,37.80000000,0
480,>=18446744073709551615,1,37081,10000,3742,6258,0,37.42000000,0
481,>=18446744073709551615,1,39259,10000,3746,6254,0,37.46000000,0
482,>=18446744073709551615,1,33299,10000,3705,6295,0,37.05000000,0
483,>=18446744073709551615,1,36187,10000,3805,6195,0,38.05000000,0
484,>=18446744073709551615,1,36349,10000,3827,6173,0,38.27000000,0
485,>=18446744073709551615,1,42149,10000,3762,6238,0,37.62000000,0
486,>=18446744073709551615,1,35169,10000,3737,6263,0,37.37000000,0
487,>=18446744073709551615,1,39842,10000,3747,6253,0,37.47000000,0
488,>=18446744073709551615,1,36826,10000,3720,6280,0,37.20000000,0
489,>=18446744073709551615,1,39001,10000,3731,6269,0,37.31000000,0
490,>=18446744073709551615,1,36536,10000,3663,6337,0,36.63000000,0
491,>=18446744073709551615,1,36886,10000,3779,6221,0,37.79000000,0
492,>=18446744073709551615,1,35266,10000,3734,6266,0,37.34000000,0
493,>=18446744073709551615,1,37864,10000,3713,6287,0,37.13000000,0
494,>=18446744073709551615,1,37141,10000,3753,6247,0,37.53000000,0
495,>=18446744073709551615,1,36088,10000,3754,6246,0,37.54000000,0
496,>=18446744073709551615,1,35556,10000,3701,6299,0,37.01000000,0
497,>=18446744073709551615,1,33765,10000,3835,6165,0,38.35000000,0
498,>=18446744073709551615,1,43004,10000,3724,6276,0,37.24000000,0
499,>=18446744073709551615,1,35565,10000,3716,6284,0,37.16000000,0
500,>=18446744073709551615,1,38380,10000,3825,6175,0,38.25000000,0
501,>=18446744073709551615,1,39465,10000,3775,6225,0,37.75000000,0
502,>=18446744073709551615,1,35431,10000,3755,6245,0,37.55000000,0
503,>=18446744073709551615,1,37597,10000,3786,6214,0,37.86000000,0
504,>=18446744073709551615,1,38645,10000,3716,6284,0,37.16000000,0
505,>=18446744073709551615,1,39618,10000,3661,6339,0,36.61000000,0
506,>=18446744073709551615,1,36280,10000,3788,6212,0,37.88000000,0
507,>=18446744073709551615,1,38809,10000,3777,6223,0,37.77000000,0
508,>=18446744073709551615,1,40235,10000,3798,6202,0,37.98000000,0
509,>=18446744073709551615,1,45216,10000,3685,6315,0,36.85000000,0
510,>=18446744073709551615,1,43724,10000,3754,6246,0,37.54000000,0
511,>=18446744073709551615,1,35108,10000,3753,6247,0,37.53000000,0
512,>=18446744073709551615,1,36599,10000,3802,6198,0,38.02000000,0
513,>=18446744073709551615,1,45569,10000,3842,6158,0,38.42000000,0
514,>=18446744073709551615,1,36009,10000,3721,6279,0,37.21000000,0
515,>=18446744073709551615,1,37692,10000,3763,6237,0,37.63000000,0
516,>=18446744073709551615,1,34268,10000,3740,6260,0,37.40000000,0
517,>=18446744073709551615,1,33934,10000,3720,6280,0,37.20000000,0
518,>=18446744073709551615,1,37770,10000,3864,6136,0,38.64000000,0
519,>=18446744073709551615,1,41269,10000,3671,6329,0,36.71000000,0
520,>=18446744073709551615,1,34544,10000,3727,6273,0,37.27000000,0
521,>=18446744073709551615,1,34350,10000,3732,6268,0,37.32000000,0
522,>=18446744073709551615,1,35126,10000,3833,6167,0,38.33000000,0
523,>=18446744073709551615,1,33636,10000,3725,6275,0,37.25000000,0
524,>=18446744073709551615,1,38002,10000,3809,6191,0,38.09000000,0
525,>=18446744073709551615,1,40241,10000,3767,6233,0,37.67000000,0
526,>=18446744073709551615,1,34066,10000,3711,6289,0,37.11000000,0
527,>=18446744073709551615,1,36742,10000,3738,6262,0,37.38000000,0
528,>=18446744073709551615,1,39469,10000,3754,6246,0,37.54000000,0
529,>=18446744073709551615,1,37309,10000,3704,6296,0,37.04000000,0
530,>=18446744073709551615,1,36678,10000,3723,6277,0,37.23000000,0
531,>=18446744073709551615,1,36034,10000,3755,6245,0,37.55000000,0
532,>=18446744073709551615,1,40069,10000,3748,6252,0,37.48000000,0
533,>=18446744073709551615,1,36331,10000,3803,6197,0,38.03000000,0
534,>=18446744073709551615,1,37477,10000,3736,6264,0,37.36000000,0
535,>=18446744073709551615,1,40815,10000,3804,6196,0,38.04000000,0
536,>=18446744073709551615,1,34920,10000,3768,6232,0,37.68000000,0
537,>=18446744073709551615,1,39415,10000,3691,6309,0,36.91000000,0
538,>=18446744073709551615,1,36504,10000,3644,6356,0,36.44000000,0
539,>=18446744073709551615,1,36438,10000,3697,6303,0,36.97000000,0
540,>=18446744073709551615,1,35460,10000,3799,6201,0,37.99000000,0
541,>=18446744073709551615,1,37132,10000,3722,6278,0,37.22000000,0
542,>=18446744073709551615,1,33672,10000,3767,6233,0,37.67000000,0
543,>=18446744073709551615,1,34014,10000,3765,6235,0,37.65000000,0
544,>=18446744073709551615,1,35174,10000,3731,6269,0,37.31000000,0
545,>=18446744073709551615,1,35459,10000,3799,6201,0,37.99000000,0
546,>=18446744073709551615,1,38098,10000,3672,6328,0,36.72000000,0
547,>=18446744073709551615,1,44608,10000,3776,6224,0,37.76000000,0
548,>=18446744073709551615,1,33617,10000,3719,6281,0,37.19000000,0
549,>=18446744073709551615,1,38591,10000,3754,6246,0,37.54000000,0
550,>=18446744073709551615,1,35909,10000,3763,6237,0,37.63000000,0
551,>=18446744073709551615,1,37398,10000,3751,6249,0,37.51000000,0
552,>=18446744073709551615,1,34077,10000,3804,6196,0,38.04000000,0
553,>=18446744073709551615,1,35955,10000,3708,6292,0,37.08000000,0
554,>=18446744073709551615,1,42743,10000,3792,6208,0,37.92000000,0
555,>=18446744073709551615,1,37607,10000,3689,6311,0,36.89000000,0
556,>=18446744073709551615,1,44994,10000,3685,6315,0,36.85000000,0
557,>=18446744073709551615,1,34244,10000,3740,6260,0,37.40000000,0
558,>=18446744073709551615,1,42505,10000,3830,6170,0,38.30000000,0
559,>=18446744073709551615,1,39875,10000,3789,6211,0,37.89000000,0
560,>=18446744073709551615,1,38167,10000,3712,6288,0,37.12000000,0
561,>=18446744073709551615,1,36944,10000,3841,6159,0,38.41000000,0
562,>=18446744073709551615,1,39413,10000,3700,6300,0,37.00000000,0
563,>=18446744073709551615,1,44492,10000,3716,6284,0,37.16000000,0
564,>=18446744073709551615,1,37212,10000,3836,6164,0,38.36000000,0
565,>=18446744073709551615,1,35505,10000,3817,6183,0,38.17000000,0
566,>=18446744073709551615,1,35959,10000,3639,6361,0,36.39000000,0
567,>=18446744073709551615,1,37652,10000,3769,6231,0,37.69000000,0
568,>=18446744073709551615,1,34507,10000,3654,6346,0,36.54000000,0
569,>=18446744073709551615,1,38537,10000,3734,6266,0,37.34000000,0
570,>=18446744073709551615,1,35802,10000,3789,6211,0,37.89000000,0
571,>=18446744073709551615,1,39317,10000,3746,6254,0,37.46000000,0
572,>=18446744073709551615,1,35795,10000,3736,6264,0,37.36000000,0
573,>=18446744073709551615,1,41798,10000,3786,6214,0,37.86000000,0
574,>=18446744073709551615,1,37590,10000,3800,6200,0,38.00000000,0
575,>=18446744073709551615,1,39076,10000,3772,6228,0,37.72000000,0
576,>=18446744073709551615,1,45490,10000,3661,6339,0,36.61000000,0
577,>=18446744073709551615,1,36067,10000,3809,6191,0,38.09000000,0
578,>=18446744073709551615,1,34667,10000,3777,6223,0,37.77000000,0
579,>=18446744073709551615,1,32893,10000,3742,6258,0,37.42000000,0
580,>=18446744073709551615,1,34512,10000,3701,6299,0,37.01000000,0
581,>=18446744073709551615,1,36795,10000,3762,6238,0,37.62000000,0
582,>=18446744073709551615,1,35866,10000,3760,6240,0,37.60000000,0
583,>=18446744073709551615,1,38494,10000,3719,6281,0,37.19000000,0
584,>=18446744073709551615,1,34422,10000,3766,6234,0,37.66000000,0
585,>=18446744073709551615,1,33932,10000,3810,6190,0,38.10000000,0
586,>=18446744073709551615,1,34027,10000,3787,6213,0,37.87000000,0
587,>=18446744073709551615,1,37030,10000,3751,6249,0,37.51000000,0
588,>=18446744073709551615,1,35036,10000,3753,6247,0,37.53000000,0
589,>=18446744073709551615,1,35426,10000,3792,6208,0,37.92000000,0
590,>=18446744073709551615,1,37551,10000,3733,6267,0,37.33000000,0
591,>=18446744073709551615,1,36985,10000,3743,6257,0,37.43000000,0
592,>=18446744073709551615,1,38185,10000,3716,6284,0,37.16000000,0
593,>=18446744073709551615,1,36519,10000,3784,6216,0,37.84000000,0
594,>=18446744073709551615,1,38674,10000,3727,6273,0,37.27000000,0
595,>=18446744073709551615,1,34543,10000,3724,6276,0,37.24000000,0
596,>=18446744073709551615,1,35624,10000,3787,6213,0,37.87000000,0
597,>=18446744073709551615,1,42037,10000,3715,6285,0,37.15000000,0
598,>=18446744073709551615,1,34179,10000,3721,6279,0,37.21000000,0
599,>=18446744073709551615,1,42554,10000,3812,6188,0,38.12000000,0
600,>=18446744073709551615,1,40418,10000,3865,6135,0,38.65000000,0
601,>=18446744073709551615,1,34318,10000,3658,6342,0,36.58000000,0
602,>=18446744073709551615,1,39595,10000,3801,6199,0,38.01000000,0
603,>=18446744073709551615,1,36564,10000,3690,6310,0,36.90000000,0
604,>=18446744073709551615,1,35932,10000,3799,6201,0,37.99000000,0
605,>=18446744073709551615,1,37060,10000,3704,6296,0,37.04000000,0
606,>=18446744073709551615,1,35990,10000,3729,6271,0,37.29000000,0
607,>=18446744073709551615,1,34856,10000,3823,6177,0,38.23000000,0
608,>=18446744073709551615,1,42033,10000,3762,6238,0,37.62000000,0
609,>=18446744073709551615,1,36124,10000,3738,6262,0,37.38000000,0
610,>=18446744073709551615,1,38153,10000,3765,6235,0,37.65000000,0
611,>=18446744073709551615,1,36806,10000,3760,6240,0,37.60000000,0
612,>=18446744073709551615,1,41870,10000,3710,6290,0,37.10000000,0
613,>=18446744073709551615,1,35777,10000,3737,6263,0,37.37000000,0
614,>=18446744073709551615,1,39790,10000,3755,6245,0,37.55000000,0
615,>=18446744073709551615,1,36685,10000,3681,6319,0,36.81000000,0
616,>=18446744073709551615,1,34450,10000,3796,6204,0,37.96000000,0
617,>=18446744073709551615,1,34473,10000,3750,6250,0,37.50000000,0
618,>=18446744073709551615,1,44737,10000,3712,6288,0,37.12000000,0
619,>=18446744073709551615,1,33185,10000,3774,6226,0,37.74000000,0
620,>=18446744073709551615,1,38965,10000,3700,6300,0,37.00000000,0
621,>=18446744073709551615,1,39512,10000,3765,6235,0,37.65000000,0
622,>=18446744073709551615,1,35713,10000,3920,6080,0,39.20000000,0
623,>=18446744073709551615,1,35960,10000,3744,6256,0,37.44000000,0
624,>=18446744073709551615,1,36454,10000,3772,6228,0,37.72000000,0
625,>=18446744073709551615,1,35969,10000,3781,6219,0,37.81000000,0
626,>=18446744073709551615,1,38874,10000,3802,6198,0,38.02000000,0
627,>=18446744073709551615,1,37402,10000,3810,6190,0,38.10000000,0
628,>=18446744073709551615,1,34887,10000,3857,6143,0,38.57000000,0
629,>=18446744073709551615,1,33333,10000,3772,6228,0,37.72000000,0
630,>=18446744073709551615,1,37583,10000,3654,6346,0,36.54000000,0
631,>=18446744073709551615,1,35128,10000,3698,6302,0,36.98000000,0
632,>=18446744073709551615,1,37772,10000,3761,6239,0,37.61000000,0
633,>=18446744073709551615,1,36057,10000,3766,6234,0,37.66000000,0
634,>=18446744073709551615,1,39655,10000,3672,6328,0,36.72000000,0
635,>=18446744073709551615,1,40207,10000,3825,6175,0,38.25000000,0
636,>=18446744073709551615,1,43837,10000,3712,6288,0,37.12000000,0
637,>=18446744073709551615,1,38533,10000,3683,6317,0,36.83000000,0
638,>=18446744073709551615,1,33390,10000,3775,6225,0,37.75000000,0
639,>=18446744073709551615,1,41334,10000,3787,6213,0,37.87000000,0
640,>=18446744073709551615,1,38999,10000,3797,6203,0,37.97000000,0
641,>=18446744073709551615,1,36217,10000,3780,6220,0,37.80000000,0
642,>=18446744073709551615,1,42768,10000,3828,6172,0,38.28000000,0
643,>=18446744073709551615,1,34919,10000,3728,6272,0,37.28000000,0
644,>=18446744073709551615,1,34863,10000,3729,6271,0,37.29000000,0
645,>=18446744073709551615,1,34112,10000,3830,6170,0,38.30000000,0
646,>=18446744073709551615,1,35293,10000,3778,6222,0,37.78000000,0
647,>=18446744073709551615,1,39123,10000,3677,6323,0,36.77000000,0
648,>=18446744073709551615,1,36598,10000,3720,6280,0,37.20000000,0
649,>=18446744073709551615,1,39735,10000,3727,6273,0,37.27000000,0
650,>=18446744073709551615,1,36696,10000,3680,6320,0,36.80000000,0
651,>=18446744073709551615,1,36679,10000,3696,6304,0,36.96000000,0
652,>=18446744073709551615,1,33034,10000,3735,6265,0,37.35000000,0
653,>=18446744073709551615,1,38785,10000,3721,6279,0,37.21000000,0
654,>=18446744073709551615,1,37356,10000,3706,6294,0,37.06000000,0
655,>=18446744073709551615,1,38730,10000,3773,6227,0,37.73000000,0
656,>=18446744073709551615,1,39210,10000,3701,6299,0,37.01000000,0
657,>=18446744073709551615,1,35882,10000,3653,6347,0,36.53000000,0
658,>=18446744073709551615,1,35360,10000,3741,6259,0,37.41000000,0
659,>=18446744073709551615,1,36309,10000,3733,6267,0,37.33000000,0
660,>=18446744073709551615,1,36460,10000,3747,6253,0,37.47000000,0
661,>=18446744073709551615,1,40024,10000,3728,6272,0,37.28000000,0
662,>=18446744073709551615,1,40743,10000,3785,6215,0,37.85000000,0
663,>=18446744073709551615,1,36578,10000,3773,6227,0,37.73000000,0
664,>=18446744073709551615,1,37128,10000,3774,6226,0,37.74000000,0
665,>=18446744073709551615,1,39477,10000,3658,6342,0,36.58000000,0
666,>=18446744073709551615,1,38258,10000,3671,6329,0,36.71000000,0
667,>=18446744073709551615,1,36431,10000,3795,6205,0,37.95000000,0
668,>=18446744073709551615,1,39146,10000,3779,6221,0,37.79000000,0
669,>=18446744073709551615,1,40043,10000,3736,6264,0,37.36000000,0
670,>=18446744073709551615,1,43183,10000,3777,6223,0,37.77000000,0
671,>=18446744073709551615,1,40357,10000,3793,6207,0,37.93000000,0
672,>=18446744073709551615,1,40469,10000,3754,6246,0,37.54000000,0
673,>=18446744073709551615,1,37196,10000,3747,6253,0,37.47000000,0
674,>=18446744073709551615,1,34929,10000,3744,6256,0,37.44000000,0
675,>=18446744073709551615,1,35138,10000,3691,6309,0,36.91000000,0
676,>=18446744073709551615,1,40210,10000,3801,6199,0,38.01000000,0
677,>=18446744073709551615,1,36446,10000,3783,6217,0,37.83000000,0
678,>=18446744073709551615,1,35759,10000,3759,6241,0,37.59000000,0
679,>=18446744073709551615,1,34632,10000,3723,6277,0,37.23000000,0
680,>=18446744073709551615,1,34123,10000,3717,6283,0,37.17000000,0
681,>=18446744073709551615,1,35419,10000,3816,6184,0,38.16000000,0
682,>=18446744073709551615,1,34834,10000,3706,6294,0,37.06000000,0
683,>=18446744073709551615,1,36798,10000,3723,6277,0,37.23000000,0
684,>=18446744073709551615,1,36715,10000,3776,6224,0,37.76000000,0
685,>=18446744073709551615,1,44185,10000,3802,6198,0,38.02000000,0
686,>=18446744073709551615,1,49285,10000,3749,6251,0,37.49000000,0
687,>=18446744073709551615,1,33893,10000,3711,6289,0,37.11000000,0
688,>=18446744073709551615,1,39348,10000,3819,6181,0,38.19000000,0
689,>=18446744073709551615,1,36831,10000,3738,6262,0,37.38000000,0
690,>=18446744073709551615,1,38144,10000,3698,6302,0,36.98000000,0
691,>=18446744073709551615,1,35108,10000,3831,6169,0,38.31000000,0
692,>=18446744073709551615,1,37460,10000,3732,6268,0,37.32000000,0
693,>=18446744073709551615,1,38792,10000,3775,6225,0,37.75000000,0
694,>=18446744073709551615,1,39490,10000,3818,6182,0,38.18000000,0
695,>=18446744073709551615,1,39411,10000,3785,6215,0,37.85000000,0
696,>=18446744073709551615,1,35832,10000,3719,6281,0,37.19000000,0
697,>=18446744073709551615,1,37147,10000,3751,6249,0,37.51000000,0
698,>=18446744073709551615,1,35222,10000,3784,6216,0,37.84000000,0
699,>=18446744073709551615,1,34229,10000,3741,6259,0,37.41000000,0
700,>=18446744073709551615,1,40452,10000,3802,6198,0,38.02000000,0
701,>=18446744073709551615,1,37725,10000,3740,6260,0,37.40000000,0
702,>=18446744073709551615,1,37796,10000,3865,6135,0,38.65000000,0
703,>=18446744073709551615,1,35789,10000,3797,6203,0,37.97000000,0
704,>=18446744073709551615,1,35715,10000,3746,6254,0,37.46000000,0
705,>=18446744073709551615,1,33229,10000,3757,6243,0,37.57000000,0
706,>=18446744073709551615,1,34721,10000,3831,6169,0,38.31000000,0
707,>=18446744073709551615,1,39627,10000,3860,6140,0,38.60000000,0
708,>=18446744073709551615,1,35309,10000,3754,6246,0,37.54000000,0
709,>=18446744073709551615,1,41071,10000,3722,6278,0,37.22000000,0
710,>=18446744073709551615,1,35462,10000,3861,6139,0,38.61000000,0
711,>=18446744073709551615,1,41340,10000,3764,6236,0,37.64000000,0
712,>=18446744073709551615,1,43492,10000,3680,6320,0,36.80000000,0
713,>=18446744073709551615,1,38661,10000,3768,6232,0,37.68000000,0
714,>=18446744073709551615,1,38732,10000,3868,6132,0,38.68000000,0
715,>=18446744073709551615,1,41562,10000,3784,6216,0,37.84000000,0
716,>=18446744073709551615,1,36649,10000,3748,6252,0,37.48000000,0
717,>=18446744073709551615,1,36104,10000,3794,6206,0,37.94000000,0
718,>=18446744073709551615,1,40417,10000,3727,6273,0,37.27000000,0
719,>=18446744073709551615,1,37493,10000,3843,6157,0,38.43000000,0
720,>=18446744073709551615,1,38864,10000,3733,6267,0,37.33000000,0
721,>=18446744073709551615,1,46195,10000,3730,6270,0,37.30000000,0
722,>=18446744073709551615,1,33680,10000,3697,6303,0,36.97000000,0
723,>=18446744073709551615,1,40273,10000,3808,6192,0,38.08000000,0
724,>=18446744073709551615,1,34983,10000,3763,6237,0,37.63000000,0
725,>=18446744073709551615,1,36534,10000,3771,6229,0,37.71000000,0
726,>=18446744073709551615,1,34802,10000,3734,6266,0,37.34000000,0
727,>=18446744073709551615,1,34924,10000,3795,6205,0,37.95000000,0
728,>=18446744073709551615,1,38495,10000,3749,6251,0,37.49000000,0
729,>=18446744073709551615,1,37993,10000,3759,6241,0,37.59000000,0
730,>=18446744073709551615,1,33439,10000,3767,6233,0,37.67000000,0
731,>=18446744073709551615,1,36174,10000,3748,6252,0,37.48000000,0
732,>=18446744073709551615,1,32577,10000,3726,6274,0,37.26000000,0
733,>=18446744073709551615,1,39214,10000,3731,6269,0,37.31000000,0
734,>=18446744073709551615,1,37771,10000,3766,6234,0,37.66000000,0
